source,voter_name,position,book_title,book_author,year,source_url,voter_type,overall_rank,openLibraryId
Top Ten Books,Susan Vreeland,2,Hamlet,William Shakespeare,1600,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,3,To Kill a Mockingbird,Harper Lee,1960,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,4,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,5,All Quiet on the Western Front,Erich Maria Remarque,1929,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,6,A Farewell to Arms,Ernest Hemingway,1929,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,7,Mrs. Dalloway,Virginia Woolf,1925,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,8,Ahab's Wife,Sena Jeter Naslund,1999,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,9,A Portrait of the Artist as a Young Man,James Joyce,1916,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Susan Vreeland,10,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/susan-vreeland,,,
Top Ten Books,Thomas Keneally,1,Wuthering Heights,Emily Brontë,1847,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,2,Treasure Island,Robert Louis Stevenson,1881-82,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,3,The Scarlet Letter,Nathaniel Hawthorne,1850,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,4,Great Expectations,Charles Dickens,1860-61,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,5,War and Peace,Leo Tolstoy,1869,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,6,A Portrait of the Artist as a Young Man,James Joyce,1916,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,7,Mrs. Dalloway,Virginia Woolf,1925,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,8,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,9,Voss,Patrick White,1957,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Keneally,10,The Tin Drum,Günter Grass,1959,https://www.toptenbooks.net/thomas-keneally,,,
Top Ten Books,Thomas Mallon,1,Vanity Fair,William Makepeace Thackeray,1847-48,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,2,Tristram Shandy,Laurence Sterne,1759-67,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,3,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,4,Crime and Punishment,Fyodor Dostoevsky,1866,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,5,Jude the Obscure,Thomas Hardy,1895,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,6,Hard Times,Charles Dickens,1854,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,7,The Golden Bowl,Henry James,1904,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,8,Jacob's Room,Virginia Woolf,1922,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,9,Eugénie Grandet,Honoré de Balzac,1833,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,10,Rabbit Angstrom,John Updike,,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,10,"Rabbit, Run",John Updike,1960,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,10,Rabbit Redux,John Updike,1971,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,10,Rabbit Is Rich,John Updike,1981,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Thomas Mallon,10,Rabbit at Rest,John Updike,1990,https://www.toptenbooks.net/thomas-mallon,,,
Top Ten Books,Tom Bissell,1,Middlemarch,George Eliot,1871-72,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,2,Ulysses,James Joyce,1922,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,3,Stoner,John Williams,1965,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,4,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,1985,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,5,London Fields,Martin Amis,1990,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,6,Of a Fire on the Moon,Norman Mailer,1971,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,7,The Widow's Children,Paula Fox,1976,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,8,Shah of Shahs,Ryszard Kapuscinski,1982,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,9,Dog Soldiers,Robert Stone,1973,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom Bissell,10,Snowblind: A Brief Career in the Cocaine Trade by Robert Sabbag,,1998,https://www.toptenbooks.net/tom-bissell,,,
Top Ten Books,Tom LeClair,1,Gravity's Rainbow,Thomas Pynchon,1973,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,2,"Absalom, Absalom!",William Faulkner,1936,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,3,Moby-Dick,Herman Melville,1851,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,4,Ulysses,James Joyc,1922,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,5,Endgame,Samuel Beckett,1957,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,6,Wise Blood,Flannery O'Connor,1952,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,7,Paradise,Toni Morrison,1997,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,8,House of Leaves,Mark Z. Danielewski,2000,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,9,End Zone,Don DeLillo,1972,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom LeClair,10,Alias Grace,Margaret Atwood,1996,https://www.toptenbooks.net/tom-leclair,,,
Top Ten Books,Tom Perrotta,1,Don Quixote,Miguel de Cervantes,,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,2,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,3,Père Goriot,Honoré de Balzac,1834,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,4,Howards End,E. M. Forster,1921,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,5,The Good Soldier,Ford Madox Ford,1915,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,6,My Ántonia,Willa Cather,1918,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,7,Sister Carrie,Theodore Dreiser,1900,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,8,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,9,Rabbit Angstrom,John Updike,,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,9,"Rabbit, Run",John Updike,1960,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,9,Rabbit Redux,John Updike,1971,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,9,Rabbit Is Rich,John Updike,1981,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,9,Rabbit at Rest,John Updike,1990,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Perrotta,10,Stories of Raymond Carver,,1938-88,https://www.toptenbooks.net/tom-perrotta,,,
Top Ten Books,Tom Wolfe,1,L'Assommoir (The Dram Shop),,1877,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,1,Nana,,1880,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,2,Cousin Bette,Honoré de Balzac,1847,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,3,Bel-Ami,Guy de Maupassant,1885,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,4,Anna Karenina,Leo Tolstoy,1877,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,5,The Grapes of Wrath,John Steinbeck,1939,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,6,Appointment in Samarra,John O'Hara,1934,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,6,BUtterfield 8,John O'Hara,1935,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,7,Sister Carrie,Theodore Dreiser,1900,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,8,The Studs Lonigan trilogy,,1932,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,9,Our Town,Thornton Wilder,1938,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Tom Wolfe,10,Vile Bodies,Evelyn Waugh,1930,https://www.toptenbooks.net/tom-wolfe,,,
Top Ten Books,Troy Jollimore,1,Strangers in Paradise: Stories,Lee K. Abbott,1986,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,2,The Infinities,John Banville,2010,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,3,No Country for Old Men,Joel and Ethan Coen,2007,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,4,Winter's Tale,Mark Helprin,1983,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,5,Island: The Collected Stories,Alistair MacLoed,2000,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,6,The Love of a Good Woman: Stories,Alice Munro,1998,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,7,Running in the Family,Michael Ondaatje,1982,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,8,Mason & Dixon,Thomas Pynchon,1997,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,9,Housekeeping,Marilynne Robinson,1980,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Troy Jollimore,10,The Fever,Wallace Shawn,1990,https://www.toptenbooks.net/troy-jollimore,,,
Top Ten Books,Valerie Martin,1,Hamlet,William Shakespeare,1600,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,2,Madame Bovary,Gustave Flaubert,1857,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,3,Lolita,Vladimir Nabokov,1955,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,4,The Makioka Sisters,Junichiro Tanizaki,1943-48,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,5,Resurrection,Leo Tolstoy,1899,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,6,Stories of Anton Chekhov,,1860-1904,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,7,Persuasion,Jane Austen,1817,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,8,The Portrait of a Lady,Henry James,1881,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,9,Disgrace,J. M. Coetzee,1999,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Valerie Martin,10,Waiting for Godot,Samuel Beckett,1953,https://www.toptenbooks.net/valerie-martin,,,
Top Ten Books,Vendela Vida,1,The Divine Comedy,Dante Alighieri,1321,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,2,Crime and Punishment,Fyodor Dostoevsky,1866,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,3,Pale Fire,Vladimir Nabokov,1962,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,4,Clarissa,Samuel Richardson,1747-48,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,5,Mrs. Dalloway,Virginia Woolf,1925,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,6,The Decameron,Giovanni Boccaccio,1351-53,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,7,Hedda Gabler,Henrik Ibsen,1890,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,8,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,9,The Wind-Up Bird Chronicle,Haruki Murakami,1994,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Vendela Vida,10,A Heart So White,Javier Marías,1994,https://www.toptenbooks.net/vendela-vida,,,
Top Ten Books,Wally Lamb,1,The Odyssey,Homer,,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,2,Don Quixote,Miguel de Cervantes,,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,3,King Lear,William Shakespeare,1605,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,4,Tom Jones,Henry Fielding,1749,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,5,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,6,Sister Carrie,Theodore Dreiser,1900,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,7,The Great Gatsby,F. Scott Fitzgerald,1925,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,8,The Grapes of Wrath,John Steinbeck,1939,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,9,Stories of Flannery O'Connor,,1925-64,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Wally Lamb,10,One Hundred Years of Solitude,Gabriel García Márquez,1967,https://www.toptenbooks.net/wally-lamb,,,
Top Ten Books,Walter Kirn,1,Stories of Flannery O'Connor,,1925-64,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,2,The Killer Inside Me,Jim Thompson,1952,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,3,Norwood,Charles Portis,1966,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,4,Under the Volcano,Malcolm Lowry,1947,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,5,Lolita,Vladimir Nabokov,1955,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,6,The Postman Always Rings Twice,James M. Cain,1934,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,7,Jesus' Son,Denis Johnson,1992,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,8,Miss Lonelyhearts,Nathanael West,1933,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,9,Adventures of Huckleberry Finn,Mark Twain,1884,https://www.toptenbooks.net/walter-kirn,,,
Top Ten Books,Walter Kirn,10,Portnoy's Complaint,Philip Roth,1969,https://www.toptenbooks.net/walter-kirn,,,
Guardian Top 100,Maggie O’Farrell,1,Old Filth Trilogy,Jane Gardam,,,Author,,OL26504281W
Guardian Top 100,Maggie O’Farrell,2,The Color Purple,Alice Walker,1982,,Author,65.0,OL273644W
Guardian Top 100,Maggie O’Farrell,3,North Woods,Daniel Mason,,,Author,,OL34028309W
Guardian Top 100,Maggie O’Farrell,4,Foster,Claire Keegan,,,Author,,OL19956847W
Guardian Top 100,Maggie O’Farrell,5,Jane Eyre,Charlotte Brontë,1847,,Author,8.0,OL1095427W
Guardian Top 100,Maggie O’Farrell,6,The Patrick Melrose Novels,Edward St Aubyn,,,Author,,OL16142488W
Guardian Top 100,Maggie O’Farrell,7,Ulysses,James Joyce,1914,,Author,3.0,OL86318W
Guardian Top 100,Maggie O’Farrell,8,David Copperfield,Charles Dickens,1849-50,,Author,33.0,OL8662242W
Guardian Top 100,Maggie O’Farrell,9,The Yellow Wallpaper,Charlotte Perkins Gilman,,,Author,,OL2772007W
Guardian Top 100,Maggie O’Farrell,10,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,,,Author,,OL240077W
Guardian Top 100,Freya Johnston,1,Anna Karenina,Leo Tolstoy,1878,,Academic,6.0,OL267096W
Guardian Top 100,Freya Johnston,2,Madame Bovary,Gustave Flaubert,1856,,Academic,10.0,OL893707W
Guardian Top 100,Freya Johnston,3,Middlemarch,George Eliot,1871,,Academic,1.0,OL40545731W
Guardian Top 100,Freya Johnston,4,Persuasion,Jane Austen,1817,,Academic,18.0,OL66544W
Guardian Top 100,Freya Johnston,5,David Copperfield,Charles Dickens,1849-50,,Academic,33.0,OL8662242W
Guardian Top 100,Freya Johnston,6,Little Boy Lost,Marghanita Laski,,,Academic,,OL1400708W
Guardian Top 100,Freya Johnston,7,Mrs. Palfrey at the Claremont,Elizabeth Taylor,,,Academic,,OL2435539W
Guardian Top 100,Freya Johnston,8,Dr Gully,Elizabeth Jenkins,,,Academic,,OL11103938W
Guardian Top 100,Freya Johnston,9,The Vicar of Wakefield,Oliver Goldsmith,,,Academic,,OL890896W
Guardian Top 100,Freya Johnston,10,Quartet in Autumn,Barbara Pym,,,Academic,,OL480955W
Guardian Top 100,Meg Rosoff,1,Catch-22,Joseph Heller,1961,,Author,97.0,OL276798W
Guardian Top 100,Meg Rosoff,2,A High Wind in Jamaica,Richard Hughes,,,Author,,OL112623W
Guardian Top 100,Meg Rosoff,3,East of Eden,John Steinbeck,,,Author,,OL23166W
Guardian Top 100,Meg Rosoff,4,Golden Hill,Francis Spufford,,,Author,,OL17838472W
Guardian Top 100,Meg Rosoff,5,Wolf Hall,Hilary Mantel,2009,,Author,34.0,OL464512W
Guardian Top 100,Meg Rosoff,6,The Mirror and the Light,Hilary Mantel,,,Author,,OL20665410W
Guardian Top 100,Meg Rosoff,7,Bring up the Bodies,Hilary Mantel,,,Author,,OL16547664W
Guardian Top 100,Meg Rosoff,8,Pride and Prejudice,Jane Austen,1710,,Author,9.0,OL66554W
Guardian Top 100,Meg Rosoff,9,Nineteen Eighty-Four,George Orwell,1949,,Author,16.0,OL1168083W
Guardian Top 100,Meg Rosoff,10,The Long View,Elizabeth Jane Howard,,,Author,,OL2824324W
Guardian Top 100,Merve Emre,1,Middlemarch,George Eliot,1871,,Author/Academic,1.0,OL25411286W
Guardian Top 100,Merve Emre,2,Lolita,Vladimir Nabokov,1955,,Author/Academic,25.0,OL627084W
Guardian Top 100,Merve Emre,3,Housekeeping,Marilynne Robinson,1980,,Author/Academic,43.0,OL1875010W
Guardian Top 100,Merve Emre,4,Beloved,Toni Morrison,1987,,Author/Academic,2.0,OL50548W
Guardian Top 100,Merve Emre,5,The Plains,Gerald Murnane,,,Author/Academic,,OL3128704W
Guardian Top 100,Merve Emre,6,Ulysses,James Joyce,1914,,Author/Academic,3.0,OL86318W
Guardian Top 100,Merve Emre,7,To the Lighthouse,Virginia Woolf,1927,,Author/Academic,4.0,OL39396W
Guardian Top 100,Merve Emre,8,The Portrait of a Lady,Henry James,1881,,Author/Academic,21.0,OL276365W
Guardian Top 100,Merve Emre,9,Invisible Man,Ralph Ellison,1952,,Author/Academic,37.0,OL495470W
Guardian Top 100,Merve Emre,10,The Sound and the Fury,William Faulkner,1929,,Author/Academic,57.0,OL82870W
Guardian Top 100,Hermione Lee,1,Latecomers,Anita Brookner,,,Author/Academic,,OL35382740W
Guardian Top 100,Hermione Lee,2,To the Lighthouse,Virginia Woolf,1927,,Author/Academic,4.0,OL39396W
Guardian Top 100,Hermione Lee,3,The Custom of the Country,Edith Wharton,,,Author/Academic,,OL98585W
Guardian Top 100,Hermione Lee,4,My Ántonia,Willa Cather,1918,,Author/Academic,100.0,OL12791W
Guardian Top 100,Hermione Lee,5,The Beginning of Spring,Penelope Fitzgerald,,,Author/Academic,,OL20769W
Guardian Top 100,Hermione Lee,6,Family and Friends,Anita Brookner,,,Author/Academic,,OL166434W
Guardian Top 100,Hermione Lee,7,Reading Turgenev,William Trevor,,,Author/Academic,,OL1863387W
Guardian Top 100,Hermione Lee,8,The Portrait of a Lady,Henry James,1881,,Author/Academic,21.0,OL276365W
Guardian Top 100,Hermione Lee,9,A Month in the Country,JL Carr,,,Author/Academic,,OL8336367W
Guardian Top 100,Hermione Lee,10,Nora Webster,Colm Tóibín,,,Author/Academic,,OL18020255W
Guardian Top 100,Jon Day,1,Ulysses,James Joyce,1914,,Author/Academic/Journalist,3.0,OL86318W
Guardian Top 100,Jon Day,2,The Blue Flower,Penelope Fitzgerald,,,Author/Academic/Journalist,,OL20771W
Guardian Top 100,Jon Day,3,The Remains of the Day,Kazuo Ishiguro,1989,,Author/Academic/Journalist,24.0,OL59048W
Guardian Top 100,Jon Day,4,The Last Samurai,Helen Dewitt,,,Author/Academic/Journalist,,OL221348W
Guardian Top 100,Jon Day,5,Nervous Conditions,Tsitsi Dangarembga,1988,,Author/Academic/Journalist,74.0,OL17661158W
Guardian Top 100,Jon Day,6,The Third Policeman,Flann O'Brien,,,Author/Academic/Journalist,,OL2005223W
Guardian Top 100,Jon Day,7,Bleak House,Charles Dickens,1852-3,,Author/Academic/Journalist,12.0,OL14868510W
Guardian Top 100,Jon Day,8,To the Lighthouse,Virginia Woolf,1927,,Author/Academic/Journalist,4.0,OL39396W
Guardian Top 100,Jon Day,9,Tamarisk Row,Gerald Murnane,,,Author/Academic/Journalist,,OL3128703W
Guardian Top 100,Jon Day,10,The Swimming-Pool Library,Alan Hollinghurst,,,Author/Academic/Journalist,,OL1993499W
Guardian Top 100,Amanda Craig,1,Small Things Like These,Claire Keegan,,,Author,,OL23020966W
Guardian Top 100,Amanda Craig,2,Anna Karenina,Leo Tolstoy,1878,,Author,6.0,OL267096W
Guardian Top 100,Amanda Craig,3,Great Expectations,Charles Dickens,1861,,Author,35.0,OL8721462W
Guardian Top 100,Amanda Craig,4,Persuasion,Jane Austen,1817,,Author,18.0,OL40756300W
Guardian Top 100,Amanda Craig,5,A Fine Balance,Rohinton Mistry,1995,,Author,49.0,OL2980902W
Guardian Top 100,Amanda Craig,6,Vanity Fair,William Makepeace Thackeray,1848,,Author,47.0,OL16313W
Guardian Top 100,Amanda Craig,7,The Great Gatsby,F Scott Fitzgerald,1925,,Author,11.0,OL468431W
Guardian Top 100,Amanda Craig,8,The Left Hand of Darkness,Ursula K Le Guin,1969,,Author,89.0,OL59800W
Guardian Top 100,Amanda Craig,9,Suite Française,Irène Némirovsky,,,Author,,OL1308096W
Guardian Top 100,Amanda Craig,10,Tom Lake,Ann Patchett,,,Author,,OL31098954W
Guardian Top 100,Tanjll Rashid,1,The Trial,Franz Kafka,1925,,,27.0,OL498463W
Guardian Top 100,Tanjll Rashid,2,Moby-Dick,Herman Melville,1851,,,15.0,OL26158026W
Guardian Top 100,Tanjll Rashid,3,The Enigma of Arrival,V. S. Naipaul,,,,,OL103095W
Guardian Top 100,Tanjll Rashid,4,The Improvement of Human Reason,Ibn Tufayl,,,,,OL10987860W
Guardian Top 100,Tanjll Rashid,5,Joseph and His Brothers,Thomas Mann,,,,,OL14867079W
Guardian Top 100,Tanjll Rashid,6,The Leopard,Giuseppe Tomasi di Lampedusa,1958,,,46.0,OL2386322W
Guardian Top 100,Tanjll Rashid,7,One Thousand and One Nights,Anonymous,,,,,OL24598751W
Guardian Top 100,Tanjll Rashid,8,Midnight's Children,Salman Rushdie,1981,,,23.0,OL457179W
Guardian Top 100,Tanjll Rashid,9,Pather Panchali,Bibhutibhushan Bandopadhyay,,,,,OL8640095W
Guardian Top 100,Tanjll Rashid,10,Operation Shylock,Philip Roth,,,,,OL74650W
Guardian Top 100,Alberto Manguel,1,Don Quixote,Miguel de Cervantes,1605/15,,Author,26.0,OL503666W
Guardian Top 100,Alberto Manguel,2,Moby-Dick,Herman Melville,1851,,Author,15.0,OL102749W
Guardian Top 100,Alberto Manguel,3,Hopscotch,Julio Cortázar,,,Author,,OL14860424W
Guardian Top 100,Alberto Manguel,4,Ulysses,James Joyce,1914,,Author,3.0,OL86318W
Guardian Top 100,Alberto Manguel,5,One Hundred Years of Solitude,Gabriel García Márquez,1967,,Author,17.0,OL274505W
Guardian Top 100,Alberto Manguel,6,Nineteen Eighty-Four,George Orwell,1949,,Author,16.0,OL1168083W
Guardian Top 100,Alberto Manguel,7,Frankenstein,Mary Shelley,1818,,Author,30.0,OL450063W
Guardian Top 100,Alberto Manguel,8,The Tale of Genji,Murasaki Shikibu,,,Author,,OL2564006W
Guardian Top 100,Alberto Manguel,9,The Metamorphosis,Franz Kafka,1915,,Author,48.0,OL498556W
Guardian Top 100,Alberto Manguel,10,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,,,Author,,OL24156W
Guardian Top 100,Kit de Waal,1,The Remains of the Day,Kazuo Ishiguro,1989,,Author/Academic,24.0,OL59048W
Guardian Top 100,Kit de Waal,2,Madame Bovary,Gustave Flaubert,1856,,Author/Academic,10.0,OL893707W
Guardian Top 100,Kit de Waal,3,Flowers for Algernon,Daniel Keyes,,,Author/Academic,,OL515754W
Guardian Top 100,Kit de Waal,4,Great Expectations,Charles Dickens,1861,,Author/Academic,35.0,OL8721462W
Guardian Top 100,Kit de Waal,5,The End of the Affair,Graham Greene,1951,,Author/Academic,82.0,OL106073W
Guardian Top 100,Kit de Waal,6,Jane Eyre,Charlotte Brontë,1847,,Author/Academic,8.0,OL1095427W
Guardian Top 100,Kit de Waal,7,Beloved,Toni Morrison,1987,,Author/Academic,2.0,OL50548W
Guardian Top 100,Kit de Waal,8,The Road,Cormac McCarthy,2006,,Author/Academic,98.0,OL40873W
Guardian Top 100,Kit de Waal,9,The Thing About December,Donal Ryan,,,Author/Academic,,OL17434786W
Guardian Top 100,Kit de Waal,10,The Spy Who Came in From the Cold,John le Carré,,,Author/Academic,,OL15723140W
Guardian Top 100,Sarah Moss,1,The Country of the Pointed Firs,Sarah Orne Jewett,,,Author/Academic,,OL67238W
Guardian Top 100,Sarah Moss,2,Middlemarch,George Eliot,1871,,Author/Academic,1.0,OL20867W
Guardian Top 100,Sarah Moss,3,Shadows on the Rock,Willa Cather,,,Author/Academic,,OL12827W
Guardian Top 100,Sarah Moss,4,The Summer Book,Tove Jansson,,,Author/Academic,,OL2196010W
Guardian Top 100,Sarah Moss,5,Jane Eyre,Charlotte Brontë,1847,,Author/Academic,8.0,OL1095427W
Guardian Top 100,Sarah Moss,6,I Capture the Castle,Dodie Smith,,,Author/Academic,,OL1518582W
Guardian Top 100,Sarah Moss,7,Mrs Dalloway,Virginia Woolf,1925,,Author/Academic,14.0,OL39349W
Guardian Top 100,Sarah Moss,8,The Ice Palace,Tarjei Vesaas,,,Author/Academic,,OL12996734W
